ward_no,date,mean
4,2018-08-21,-0.7159785943487706
3,2018-08-21,-0.5993055698465167
2,2018-08-21,-0.5270360207338451
1,2018-08-21,-0.5249415329871161
48,2018-08-28,-0.6547191597381163
47,2018-08-28,-0.6444857522117916
46,2018-08-28,-0.5972069830473868
45,2018-08-28,-0.5019642220491809
44,2018-08-28,-0.5283725676857335
43,2018-08-28,-0.5444375811348999
42,2018-08-28,-0.5394298815485746
41,2018-08-28,-0.5786400351284544
40,2018-08-28,-0.5449402066841844
39,2018-08-28,-0.5446677609226803
38,2018-08-28,-0.5449750112153664
37,2018-08-28,-0.5346848697750637
36,2018-08-28,-0.6034456424464986
35,2018-08-28,-0.6212749072054753
34,2018-08-28,-0.7052444774353399
33,2018-08-28,-0.685061344452485
32,2018-08-28,-0.5858468660467581
31,2018-08-28,-0.5932319993020005
30,2018-08-28,-0.6316848103560069
29,2018-08-28,-0.6210151211312172
28,2018-08-28,-0.5436150304889211
27,2018-08-28,-0.5416930544445385
26,2018-08-28,-0.5392102196280409
25,2018-08-28,-0.5326686058496971
24,2018-08-28,-0.4851988618623827
23,2018-08-28,-0.4705132866856644
22,2018-08-28,-0.520128796516111
21,2018-08-28,-0.5732340941292576
20,2018-08-28,-0.63840732217789
19,2018-08-28,-0.6614993614524286
18,2018-08-28,-0.6050406909781707
17,2018-08-28,-0.5390489046373096
16,2018-08-28,-0.5294621454654704
15,2018-08-28,-0.5323702619287634
14,2018-08-28,-0.3757664384363616
13,2018-08-28,-0.4278365904058777
12,2018-08-28,-0.3798514401613523
11,2018-08-28,-0.3737661185095884
10,2018-08-28,-0.4859624263677133
9,2018-08-28,-0.5076234760123977
8,2018-08-28,-0.6766506999739577
7,2018-08-28,-0.5333750104407186
6,2018-08-28,-0.4886672484331991
5,2018-08-28,-0.5717677027597239
4,2018-08-28,-0.5758215534048334
3,2018-08-28,-0.7326208641497172
2,2018-08-28,-0.7532102164949797
1,2018-08-28,-0.7402542335487242
48,2018-09-04,-0.48368317024167606
47,2018-09-04,-0.5153476697401913
46,2018-09-04,-0.4927458151921845
45,2018-09-04,-0.436672639660303
44,2018-09-04,-0.4362180060988168
43,2018-09-04,-0.44977063791752303
42,2018-09-04,-0.4354154672508006
41,2018-09-04,-0.4325345578560429
40,2018-09-04,-0.3705853815940237
39,2018-09-04,-0.3909675637562114
38,2018-09-04,-0.3703342607568572
37,2018-09-04,-0.3850553683169618
36,2018-09-04,-0.3440364083721157
35,2018-09-04,-0.3820082699464669
34,2018-09-04,-0.4469165233748148
33,2018-09-04,-0.402793210781188
32,2018-09-04,-0.3679894512566759
31,2018-09-04,-0.4168032794569697
30,2018-09-04,-0.3354396383367753
29,2018-09-04,-0.2735055518900414
28,2018-09-04,-0.2911419157762065
27,2018-09-04,-0.2367623779294055
26,2018-09-04,-0.2813602683464456
25,2018-09-04,-0.3539549048753095
24,2018-09-04,-0.40486480249873946
23,2018-09-04,-0.23193329767732965
22,2018-09-04,-0.1680216805457952
21,2018-09-04,-0.17614953691744886
20,2018-09-04,-0.32450695655179945
19,2018-09-04,-0.2593996197407535
18,2018-09-04,-0.2366770714081789
17,2018-09-04,-0.14380625661601462
16,2018-09-04,-0.1352684899905568
15,2018-09-04,-0.150674940798107
14,2018-09-04,-0.20448946397757697
13,2018-09-04,-0.20421914386677698
12,2018-09-04,-0.4061402283586364
11,2018-09-04,-0.3099336708192081
10,2018-09-04,-0.1239025952897198
9,2018-09-04,-0.13695389509493866
8,2018-09-04,-0.3994964033953687
7,2018-09-04,-0.1959284219813818
6,2018-09-04,-0.15473363490928302
5,2018-09-04,-0.22902405439331225
4,2018-09-04,-0.24964236158147424
3,2018-09-04,-0.33702089451161577
2,2018-09-04,-0.3511393947573513
1,2018-09-04,-0.3779556270674843
48,2018-09-11,-0.6859311632264096
47,2018-09-11,-0.5396776189320566
46,2018-09-11,-0.4117348248047942
45,2018-09-11,-0.339091016790823
44,2018-09-11,-0.3045211819566042
43,2018-09-11,-0.3174342663098297
42,2018-09-11,-0.3413987739931861
41,2018-09-11,-0.7162822385634027
40,2018-09-11,-0.525459652759701
39,2018-09-11,-0.22143842355771312
38,2018-09-11,-0.21834233589735147
37,2018-09-11,-0.2787613597003163
36,2018-09-11,-0.2455803469697585
35,2018-09-11,-0.21388028578915536
34,2018-09-11,-0.4800745912766787
33,2018-09-11,-0.620757708647214
32,2018-09-11,-0.3674949067051291
31,2018-09-11,-0.2129041600550386
30,2018-09-11,-0.2082230211120356
29,2018-09-11,-0.2846807770210368
28,2018-09-11,-0.2801013244540929
27,2018-09-11,-0.2175895349196982
26,2018-09-11,-0.20042681784595606
25,2018-09-11,-0.3045410985930668
24,2018-09-11,-0.7221220647825878
23,2018-09-11,-0.4204549913499699
22,2018-09-11,-0.2719938757330572
21,2018-09-11,-0.3493017580346495
20,2018-09-11,-0.4796489065944375
19,2018-09-11,-0.4579707285931581
18,2018-09-11,-0.3331996092121931
17,2018-09-11,-0.4238580547040913
16,2018-09-11,-0.3940168025128488
15,2018-09-11,-0.3340308434045935
14,2018-09-11,-0.5541459390607878
13,2018-09-11,-0.4826562626845504
12,2018-09-11,-0.6886900590393199
11,2018-09-11,-0.6548628244510926
10,2018-09-11,-0.4537111038142965
9,2018-09-11,-0.3756491552250369
8,2018-09-11,-0.6369979239174063
7,2018-09-11,-0.3888912635615143
6,2018-09-11,-0.4294748436624486
5,2018-09-11,-0.5048336943451847
4,2018-09-11,-0.5019073374075785
3,2018-09-11,-0.6429422841694695
2,2018-09-11,-0.6199133179091738
1,2018-09-11,-0.7078486244848269
48,2018-09-18,-0.5202988066445605
47,2018-09-18,-0.5232997211620268
