,WARD_NO,date,mean
571,82.0,2018-07-24,-0.08863243420071061
572,83.0,2018-07-24,-0.2952070001481218
573,84.0,2018-07-24,-0.16954973385681493
574,85.0,2018-07-24,-0.06778980863649357
575,86.0,2018-07-24,-0.1515011206330545
576,149.0,2018-07-24,-0.2016596512041645
577,150.0,2018-07-24,-0.42196338399944777
578,174.0,2018-07-24,-0.5733898597449916
579,175.0,2018-07-24,-0.5144130891996834
580,186.0,2018-07-24,-0.4445511470010606
581,187.0,2018-07-24,-0.4624801863210021
582,188.0,2018-07-24,-0.5100014140073654
583,189.0,2018-07-24,-0.5438751190102586
584,190.0,2018-07-24,-0.7048139792408119
585,191.0,2018-07-24,-0.6027756991649887
586,193.0,2018-07-24,-0.5343594879511799
587,184.0,2018-07-24,-0.4288008952564185
588,185.0,2018-07-24,-0.4190406064433029
589,192.0,2018-07-24,-0.5394340301611278
590,194.0,2018-07-24,-0.4813267953259386
591,195.0,2018-07-24,-0.4291000021654596
592,196.0,2018-07-24,-0.4899594044495512
593,197.0,2018-07-24,-0.3894063407068348
594,1.0,2018-07-31,-0.12732592681440408
595,2.0,2018-07-31,-0.1446302209572176
596,3.0,2018-07-31,-0.02569205952182743
597,4.0,2018-07-31,-0.03414474651548203
598,52.0,2018-07-31,-0.11429489258891593
599,26.0,2018-07-31,-0.1218392676871498
600,25.0,2018-07-31,-0.04862682162262878
601,51.0,2018-07-31,-0.049596868619269735
602,53.0,2018-07-31,-0.06937502538012688
603,54.0,2018-07-31,-0.04949675265841468
604,55.0,2018-07-31,-0.05021239113729715
605,56.0,2018-07-31,0.05805429160025957
